id,name,title,num_resources,type,organization_name,metadata_created,metadata_modified
78f7e09d-be62-4630-9312-08b006af9e3b,beaver-and-muskrat-wildlife-key-area-250k,Beaver and muskrat - wildlife key area - 250k,3,data,geomatics-yukon,2016-06-10T18:50:55,2025-07-11T20:03:16
586bb631-3698-4deb-a8fe-91b10842fd49,moose-wildlife-key-area-250k,Moose - Wildlife Key Area - 250k,3,data,geomatics-yukon,2016-06-10T19:08:37,2025-07-11T20:00:10
f924627e-ad23-4708-bade-7e5982b7225f,conservation-officer-districts-50k,Conservation Officer Districts - 50K,3,data,geomatics-yukon,2024-09-06T17:02:09,2025-07-11T17:38:24
14a636b8-92e8-42d7-8f8b-d7c48a0caa2d,regional-geochemical-surveys-rgs,Regional Geochemical Surveys (RGS),4,data,yukon-geological-survey,2016-12-19T11:12:20,2025-07-11T11:07:43
9a6e0034-c0d8-4f7f-8cf7-f31a13df8dc3,community-hazard-mapping,Community Hazard Mapping,5,data,yukon-geological-survey,2023-09-15T02:09:00,2025-07-11T11:07:39
42bc4eff-c34d-49bc-9970-b1e2218e212f,permafrost-database,Permafrost Database,13,data,yukon-geological-survey,2021-12-06T10:12:42,2025-07-11T11:07:19
d152ab70-820a-40be-a407-af71ce7cee03,stratigraphic-sections,Stratigraphic Sections,5,data,yukon-geological-survey,2014-04-14T09:04:02,2025-07-11T11:07:18
7c1fbc5b-a37f-4980-9e78-300880a72d57,drill-core-locations,Drill core Locations,3,data,yukon-geological-survey,2019-07-15T02:07:11,2025-07-11T10:07:26
1a73eba2-c5a9-4e45-b260-928536daf59a,bedrock-geology-dataset,Bedrock Geology dataset,9,data,yukon-geological-survey,2013-11-29T01:11:41,2025-07-11T09:07:59
501cc770-878d-4460-8cf0-4888ce428e3b,assessment-report-geochemistry-garded,Assessment Report Geochemistry (GARDEd),4,data,yukon-geological-survey,2024-01-30T09:01:27,2025-07-11T09:07:53
42382603-d0fd-4c81-ac62-fc4ff89ca294,assessment-report-footprints-1,Assessment Report Footprints,3,data,yukon-geological-survey,2019-07-15T02:07:33,2025-07-11T09:07:48
547c6422-5eb9-45ef-89fd-40e2474bb148,glacial-limits,Glacial Limits,3,data,yukon-geological-survey,2019-07-15T03:07:35,2025-07-11T09:07:39
b4eb9f20-a3ee-4b69-ac55-42f54192c0c3,geothermal-dataset,Geothermal dataset,6,data,yukon-geological-survey,2024-04-02T03:04:57,2025-07-11T09:07:33
ad36de2b-3ca6-4177-9ef4-a5a7cdb8e295,isotope-data,Isotope data,7,data,yukon-geological-survey,2022-11-16T10:11:15,2025-07-11T09:07:32
0a78f36e-7751-4a9f-9c3a-b3eb124d964c,georeferenced-bedrock-geology-250k-maps,Georeferenced Bedrock Geology 250k maps,46,data,yukon-geological-survey,2018-11-23T08:11:36,2025-07-11T09:07:25
1514e00c-428e-4d71-94b7-6bb8e6175d24,geochronology-1,Geochronology,4,data,yukon-geological-survey,2018-09-04T03:09:59,2025-07-11T09:07:20
3cc508a8-5352-4a24-b890-1992867f780f,mineral-occurrences,Mineral Occurrences,5,data,yukon-geological-survey,2019-07-15T02:07:40,2025-07-11T09:07:06
8391b8aa-aae8-45ef-8b99-87c65150ec2b,ycgc-historic-placer-data,YCGC Historic placer data,4,data,yukon-geological-survey,2024-07-15T10:07:47,2025-07-11T08:07:09
e5d9bdb4-a02e-4206-a8ae-3677fe904c09,surficial-geology-dataset,Surficial Geology dataset,7,data,yukon-geological-survey,2019-07-17T02:07:48,2025-07-11T03:07:27
51031ba4-8d17-459f-91a7-7a39e006d3ac,bedrock-terrane,Bedrock Terrane,5,data,yukon-geological-survey,2013-10-28T03:10:10,2025-07-11T03:07:13
154d6dab-fa6d-4d07-88e1-c3013e6a715c,lithogeochemistry-1,Lithogeochemistry,4,data,yukon-geological-survey,2020-08-03T01:08:09,2025-07-11T03:07:08
a7791b6e-7398-4409-adfa-d25fdb01d96c,school-transportation-registration-using-adobe-platform,School Transportation Registration Using Adobe Platform,0,pia-summaries,education,2025-07-08T10:08:58,2025-07-08T10:09:34
45d6df85-0547-4613-966d-ca1312dea3a4,financial-administration-manual,Financial Administration Manual,11,information,finance,2024-09-26T09:07:27,2025-07-04T14:41:09
6d52cfc2-0ef7-4f62-927d-6140028ffcad,till-geochemistry-samples,Till Geochemistry Samples,3,data,yukon-geological-survey,2014-04-14T09:04:37,2025-07-02T10:07:00
e6476c72-4ff1-46b6-8509-5f9522d5e5ad,mineral-inventory,Mineral Inventory,4,data,yukon-geological-survey,2023-12-08T11:12:40,2025-07-02T08:07:50
6eac8238-9c2d-4648-ad2b-0ef9100f1476,24-0746,24-0746,1,access-requests,energy-mines-and-resources,2025-07-01T13:47:11,2025-07-01T13:47:11
c3096979-58a1-4e22-8281-ae9ccb81464f,25-0091,25-0091,1,access-requests,yukon-hospital-corporation,2025-07-01T13:41:10,2025-07-01T13:41:10
3a2e5e5a-3c00-4a6d-9de9-57f1383d48be,25-0074,25-0074,1,access-requests,education,2025-07-01T13:36:32,2025-07-01T13:36:32
5096ffda-8c45-41ec-b6b5-a68338921af3,24-0695,24-0695,1,access-requests,highways-and-public-works,2025-07-01T13:29:42,2025-07-01T13:29:42
e551daf4-8ee0-4a9a-98fa-f25d4a1d22e6,25-0034,25-0034,1,access-requests,public-service-commission,2025-07-01T13:24:47,2025-07-01T13:24:47
edbaca55-21e8-45be-bb92-0fc1636d6b8f,24-0752,24-0752,1,access-requests,energy-mines-and-resources,2025-07-01T13:21:20,2025-07-01T13:21:20
d4a611ff-52ee-4358-b74f-6b6e6b6cb54b,24-0757,24-0757,1,access-requests,energy-mines-and-resources,2025-07-01T13:18:12,2025-07-01T13:18:12
0e142df9-4674-4de8-b2f2-45612175fd47,25-0023,25-0023,1,access-requests,health-and-social-services,2025-07-01T12:59:34,2025-07-01T12:59:34
7a56c9d1-7f45-430f-85ee-18d4bea8c5e1,25-0019,25-0019,1,access-requests,environment,2025-07-01T12:49:27,2025-07-01T12:49:27
c77b7f7b-b09c-4636-83e6-74b6b5510990,25-0018,25-0018,1,access-requests,environment,2025-07-01T12:47:11,2025-07-01T12:47:11
5f202ed6-57a0-47d9-973a-21d4a353f584,25-0017,25-0017,1,access-requests,environment,2025-07-01T12:45:12,2025-07-01T12:45:12
2c475050-de6d-4e07-abb3-25cb4405a32c,25-0015,25-0015,1,access-requests,environment,2025-07-01T12:42:25,2025-07-01T12:42:25
a9e9f770-ab25-4ff2-850b-54c78feb08e6,25-0063,25-0063,1,access-requests,community-services,2025-07-01T12:38:52,2025-07-01T12:38:52
3cb127a2-7444-48c8-9a23-fd96267b306f,25-0006,25-0006,1,access-requests,community-services,2025-07-01T12:28:57,2025-07-01T12:28:57
566c481a-4505-4838-950c-e876f3ecb74c,25-0001,25-0001,1,access-requests,environment,2025-07-01T12:25:17,2025-07-01T12:25:17
fc195b32-1162-4ccb-b73b-20a49be06757,24-0756,24-0756,1,access-requests,highways-and-public-works,2025-07-01T12:19:06,2025-07-01T12:19:06
91f75109-c50a-4e23-9e40-7b07bf0be8b5,24-0766,24-0766,1,access-requests,public-service-commission,2025-06-30T17:00:05,2025-06-30T17:00:05
6bb61676-cd5f-4480-b89d-0b59dd4cef59,department-of-education-off-site-experiential-learning-policy,Department of Education Off-Site Experiential Learning Policy,39,information,education,2025-04-30T12:44:35,2025-06-28T06:26:56
d29fd0f4-dd63-4444-94ca-7a1476b76583,department-of-education-policies,Department of Education Policies,61,information,education,2025-04-30T12:39:59,2025-06-28T06:20:39
ad2ae4f3-52b3-4bef-ab8c-6128e17eb362,census-2021-census-profile,Census 2021 (Census Profile),1,data,yukon-bureau-of-statistics,2025-06-26T15:37:28,2025-06-26T15:38:10
1cb06716-5bd3-4bae-b4e1-b916ba2e8bb4,census-2016-census-profile,Census 2016 (Census Profile),1,data,yukon-bureau-of-statistics,2025-06-26T15:33:17,2025-06-26T15:34:21
8da1ba37-a980-484a-ab08-0b2dfd52ef76,census-2011-semi-custom-profile-of-yukon-territory-and-selected-regions,Census 2011 (Semi-custom Profile of Yukon Territory and Selected Regions),5,data,yukon-bureau-of-statistics,2025-06-26T14:58:58,2025-06-26T14:59:31
b266ecaf-6b1e-4512-8bc5-2576028bb21b,national-household-survey-2011-semi-custom-profile-of-yukon-territory-and-selected-regions,National Household Survey 2011 (Semi-custom Profile of Yukon Territory and Selected Regions),24,data,yukon-bureau-of-statistics,2025-06-26T14:56:05,2025-06-26T14:56:38
a898742a-b5f5-4416-bcd8-d1958e934a45,census-2006-semi-custom-profile-of-yukon-csd-aggregations,Census 2006 (Semi-custom Profile of Yukon CSD Aggregations),30,data,yukon-bureau-of-statistics,2025-06-26T14:51:10,2025-06-26T14:53:22
37fd0d85-929e-4736-85b9-7e6e9c0d3737,census-2001-semi-custom-profile-of-selected-csd-aggregates-in-yukon,Census 2001 (Semi-Custom Profile of Selected CSD Aggregates in Yukon),31,data,yukon-bureau-of-statistics,2025-06-26T14:45:22,2025-06-26T14:53:18
b6d029e9-ff7e-4764-ba38-046797d1dccd,medical-travel,Medical travel,15,information,health-and-social-services,2020-10-29T14:05:46,2025-06-25T20:54:28
5dc07060-b2dc-4137-95d2-d2a2f94910fe,chief-medical-officer-of-health-and-population-and-public-health-reports,Chief Medical Officer of Health and Population and Public Health reports,17,information,health-and-social-services,2021-06-23T17:31:08,2025-06-25T20:53:54
bcc72f9e-fb96-4001-9430-5dd2a33f0321,historical-covid-19-dashboard-data,Historical COVID-19 Dashboard Data,10,information,health-and-social-services,2022-11-10T12:58:16,2025-06-25T20:53:42
108dd6b3-1620-48db-b3db-e360bb3c45ea,dawson-land-management-units-250k,Dawson Land Management Units - 250k,3,data,geomatics-yukon,2022-09-14T22:00:08,2025-06-25T01:27:36
6a720782-e6d2-4f13-8b07-56bff706f478,peel-landscape-management-units-250k,Peel Landscape Management Units - 250k,3,data,geomatics-yukon,2020-06-15T20:02:30,2025-06-25T01:12:58
a924d5cb-302d-4201-aecb-feefba0f1630,yukon-snow-survey-network,Yukon Snow Survey Network,3,data,environment,2018-04-10T09:13:25,2025-06-24T19:46:34
cca98772-12e8-4b27-9f11-f08c3a213821,25-0061,25-0061,1,access-requests,community-services,2025-06-20T15:39:17,2025-06-20T15:39:17
d42ba970-dae8-4d6a-a779-fbfb18fd5133,workhub-software-use-1,Workhub Software Use,0,pia-summaries,energy-mines-and-resources,2025-06-18T11:44:44,2025-06-18T11:44:44
e08d6186-9c29-44e3-8050-e3dcdefe263d,2024-wildland-fire-management-bulletins,2024 Wildland fire management bulletins,46,information,community-services,2025-06-17T11:56:35,2025-06-17T14:42:04
62df0bd8-5cfe-4202-8763-a4a44284455b,2023-wildland-fire-management-bulletins,2023 Wildland fire management bulletins,58,information,community-services,2024-03-07T16:39:48,2025-06-17T11:11:51
1ce697fe-8984-4476-b3ba-0a580f493375,2022-wildland-fire-management-bulletins,2022 Wildland fire management bulletins,28,information,community-services,2024-03-07T16:26:08,2025-06-17T11:10:43
6648d111-d4ec-4866-8e6f-50b5d52ac741,2021-wildland-fire-management-bulletins,2021 Wildland fire management bulletins,18,information,community-services,2024-03-07T15:37:35,2025-06-17T11:09:42
9bd05d57-d011-4370-8d6f-aa14084177ff,2020-wildland-fire-management-bulletins,2020 Wildland fire management bulletins,4,information,community-services,2024-03-07T15:30:56,2025-06-17T11:08:28
1b5a44d7-7a3d-4de6-9b01-5c5d6b2371d8,2019-wildland-fire-management-bulletins,2019 Wildland fire management bulletins,14,information,community-services,2024-03-07T14:10:40,2025-06-17T11:06:58
b719fa07-5f85-4674-b993-316455ee667f,general-administration-manual-volume-2,General Administration Manual: Volume 2,26,information,highways-and-public-works,2024-11-21T16:39:09,2025-06-17T08:02:08
e3ea0ec5-5ca8-4001-93ae-f307a830f8ec,footprints-yukon-composite-150-cm,Footprints Yukon Composite 150 cm,3,data,geomatics-yukon,2025-06-16T22:01:10,2025-06-17T03:09:22
3b52c0eb-f464-4fd9-ba67-f00e03e1dfb6,first-nation-traditional-territories-1m,First Nation Traditional Territories - 1M,3,data,geomatics-yukon,2016-06-09T20:29:19,2025-06-17T03:01:46
63ef1708-14fd-4977-8ca3-bb55f0ecafc4,first-nation-traditional-territories-250k,First Nation Traditional Territories - 250k,3,data,geomatics-yukon,2016-06-09T20:26:46,2025-06-17T02:58:12
1253a0f6-c06b-41bf-a6e7-a5ed537d1024,late-triassic-to-jurassic-magmatic-and-tectonic-evolution-of-the-intermontane-terranes-in-yukon,"Late Triassic to Jurassic Magmatic and Tectonic Evolution of the Intermontane Terranes in Yukon, Northern Canadian Cordillera: Transition From Arc to Syn-Collisional Magmatism and Post-Collisional Lithospheric Delamination",2,information,yukon-geological-survey,2022-02-23T09:02:15,2025-06-16T01:06:31
c9dbde81-5d2b-4682-b9cd-1c70098e7b3e,revisiting-the-klondike-orogeny-permian-to-jurassic-development-of-the-yukontanana-terrane-nort,"Revisiting the “Klondike Orogeny”: Permian to Jurassic development of the Yukon‐Tanana terrane, northern Canadian Cordillera",2,information,yukon-geological-survey,2025-06-16T12:06:58,2025-06-16T01:06:12
c5a31769-93f5-4b0a-9bff-d57551764a56,2025-spring-sitting-of-the-first-session-briefing-note-binders,2025 Spring Sitting of the First Session - Briefing Note Binders,19,information,atipp-office,2025-06-13T10:13:13,2025-06-13T16:04:26
799f52a3-d742-4afc-8f7a-c0c967e27833,yukon-aerial-imagery-most-recent,Yukon Aerial Imagery - Most Recent,3,data,geomatics-yukon,2025-05-28T22:01:19,2025-06-11T23:22:04
f44532dd-8c7f-45cc-aa96-3b28067365c1,yukon-aerial-photographs-before-2021,Yukon Aerial Photographs - Before 2021,3,data,geomatics-yukon,2025-05-28T21:53:30,2025-06-11T23:21:47
01cd3b4c-e838-44ce-b784-6743004cd94b,ecole-whitehorse-elementary-school-traffic-impact-assessment,École Whitehorse Elementary School Traffic Impact Assessment,2,information,highways-and-public-works,2025-04-04T09:47:34,2025-06-07T15:25:33
3aed6e7f-534d-4a7f-add5-739b501731f0,2024-fall-sitting-briefing-note-binders,2024 Fall Sitting - Briefing Note Binders,18,information,executive-council-office,2024-12-31T12:57:41,2025-06-06T11:05:08
59d0dae1-1cfc-4781-9253-adc8b886d7b1,bell-portal-myserve,Bell Portal - MyServe,0,pia-summaries,highways-and-public-works,2025-06-05T14:24:41,2025-06-05T14:27:34
6dc56a95-1c78-4395-91bc-cedc347bd101,bedrock-geology-map-of-the-coffee-project-dawson-range-yukon-parts-of-nts-115j-13-14-and-15,"Bedrock geology map of the Coffee Project, Dawson Range, Yukon (parts of NTS 115J/13, 14 and 15)",2,information,yukon-geological-survey,2025-06-05T07:06:54,2025-06-05T08:06:52
3b8797d3-34d4-4c93-82c6-504cba51ce28,geology-and-bedrock-mapping-updates-at-the-coffee-project-gold-deposit-implications-for-deposit,Geology and bedrock mapping updates at the Coffee Project gold deposit: implications for deposit classification,3,information,yukon-geological-survey,2025-06-05T08:06:13,2025-06-05T08:06:27
1295322a-7968-4037-8996-535ee2705b62,emr-envoke,EMR Envoke,0,pia-summaries,energy-mines-and-resources,2025-06-04T09:39:19,2025-06-04T09:39:19
d272b212-5b24-48d0-962f-3aacf685cfaa,emr-public-library-integrated-system,EMR Public Library Integrated System,0,pia-summaries,energy-mines-and-resources,2025-06-03T11:14:52,2025-06-03T11:14:52
93cc7b09-7b56-47a5-a629-d4e4f21e3f5c,new-geochronological-and-geochemical-data-for-permian-rocks-of-the-western-yukon-tanana-terrane,"New geochronological and geochemical data for Permian rocks of the western Yukon-Tanana terrane, Klondike district, Yukon",3,information,yukon-geological-survey,2025-06-03T09:06:37,2025-06-03T09:06:45
4decb4ab-fb99-44a3-a302-8501aeed12f7,weight-restrictions-histories,Weight restrictions histories,8,information,highways-and-public-works,2021-02-02T00:00:00,2025-05-30T11:09:22
4489e94d-3078-4857-a752-e3c0a1f6646e,yukon-high-resolution-satellite-imagery,Yukon High Resolution Satellite Imagery,3,data,geomatics-yukon,2015-05-22T16:44:15,2025-05-29T20:35:51
21fdd8e9-b45e-4ba7-a1b4-e4c073bd92b0,2023-fall-session-briefing-note-binders,2023 Fall Session - Briefing Note Binders,18,information,executive-council-office,2023-12-04T12:53:05,2025-05-29T11:57:58
19db8385-3dca-4f41-9fb4-e576616d524c,footprints-yukon-aerial-imagery-most-recent,Footprints Yukon Aerial Imagery - Most Recent,3,data,geomatics-yukon,2025-03-31T01:44:07,2025-05-28T22:06:57
fbb89d05-4253-4c4c-9a0d-4f2ecbabb37f,footprints-yukon-aerial-photographs-before-2021,Footprints Yukon Aerial Photographs - Before 2021,3,data,geomatics-yukon,2017-09-27T00:11:57,2025-05-28T21:57:35
6514bb8e-50ee-4b12-b8e5-2ec6b33debef,footprints-medium-resolution-satellites,Footprints Medium Resolution Satellites,3,data,geomatics-yukon,2017-09-27T00:23:23,2025-05-28T21:46:54
bcfb139a-4a32-44a8-b4be-aeae6122f137,yukon-medium-resolution-satellite-imagery,Yukon Medium Resolution Satellite Imagery,3,data,geomatics-yukon,2025-05-28T21:28:48,2025-05-28T21:32:34
bcc5b8f7-ab02-46f9-a0d8-c7b8a5af8b1e,footprints-yukon-high-resolution-satellite-imagery,Footprints Yukon High Resolution Satellite Imagery,3,data,geomatics-yukon,2017-09-27T00:19:28,2025-05-28T20:38:30
a585116d-42d5-4058-83c5-fbbfcba00cf9,yukon-public-library-integrated-library-system-upgrade,Yukon Public Library Integrated Library System Upgrade,0,pia-summaries,community-services,2025-05-27T12:14:25,2025-05-27T12:14:25
33bb50e9-85d0-4ef6-b27e-7c3141fe4461,yukon-corrections-adult-custody-policy-manual-for-the-whitehorse-correctional-centre-wcc,Yukon Corrections: Adult Custody Policy Manual for the Whitehorse Correctional Centre (WCC),24,information,justice,2020-08-21T15:13:53,2025-05-24T03:50:12
0c0c4555-12cb-4155-89af-4c2ecbd1692e,substance-use-surveillance-reports,Substance Use Surveillance Reports,3,information,health-and-social-services,2024-11-20T10:58:37,2025-05-22T12:54:06
4ece86c8-6dc5-4d4d-abbf-52ddd73a6e41,water-resources-audit-reports,Water Resources Audit Reports,19,information,environment,2023-07-21T10:35:00,2025-05-22T09:27:32
40dd3f7a-4c77-4a74-a561-414301b2b4c7,22-0156,22-0156,1,access-requests,energy-mines-and-resources,2022-08-30T13:50:00,2025-05-16T14:42:11
17f9284c-0024-4125-b7d0-5be58d8398ab,22-0500,22-0500,1,access-requests,environment,2022-12-08T09:00:24,2025-05-16T14:41:54
